source_text,target_text,source_text_no_stopwords,source_text_stemmed,source_text_lemmatized,target_text_no_stopwords,target_text_stemmed,target_text_lemmatized
"i genuinely cannot believe how quickly this became seriously, absolutely for real",genuinely cannot believe how fr fr this got so fast,genuinely believe quickly seriously absolutely real,genuin believ quickli serious absolut real,genuinely believe quickly seriously absolutely real,genuinely believe fr fr got fast,genuin believ fr fr got fast,genuinely believe fr fr got fast
"i know right, that was the peak of someone who tries too hard",ikr that was peak tryhard,know right peak tries hard,know right peak tri hard,know right peak try hard,ikr peak tryhard,ikr peak tryhard,ikr peak tryhard
"everyone was silent but me, displaying sarcastically agreeing",nobody: absolutely nobody: me: oh totally,silent displaying sarcastically agreeing,silent display sarcast agre,silent displaying sarcastically agreeing,absolutely oh totally,absolut oh total,absolutely oh totally
"she literally said it with intensely, excellently and left",she literallyy said hardd and walked away,literally said intensely excellently left,liter said intens excel left,literally said intensely excellently left,literallyy said hardd walked away,literallyy said hardd walk away,literallyy said hardd walked away
"this lobby is different, it is displaying incorrect or bad opinion",this lobby is built different its giving l take,lobby different displaying incorrect bad opinion,lobbi differ display incorrect bad opinion,lobby different displaying incorrect bad opinion,lobby built different giving l,lobbi built differ give l,lobby built different giving l
"i will be right back, i need to process this just kidding moment honestly",brb gonna go process this jk moment lmao,right need process just kidding moment honestly,right need process just kid moment honestli,right need process just kidding moment honestly,brb gonna process jk moment lmao,brb gonna process jk moment lmao,brb gonna process jk moment lmao
"bro, you are literally giving seriously right now.","bro, you are literally giving deadass right now.",bro literally giving seriously right,bro liter give serious right,bro literally giving seriously right,bro literally giving deadass right,bro liter give deadass right,bro literally giving deadass right
for your information everyone in this group is in my humble opinion,fyi everyone in this chat is imho,information group humble opinion,inform group humbl opinion,information group humble opinion,fyi chat imho,fyi chat imho,fyi chat imho
he performed a believing you can attract what you want move at the last second,he pulled a manifestation clutch at the last second,performed believing attract want second,perform believ attract want second,performed believing attract want second,pulled manifestation clutch second,pull manifest clutch second,pulled manifestation clutch second
"from my perspective, that energy was a situation where someone is too online",pov: you just experienced touch grass moment energy,perspective energy situation online,perspect energi situat onlin,perspective energy situation online,pov just experienced touch grass moment energy,pov just experienc touch grass moment energi,pov just experienced touch grass moment energy
i have never witnessed anything more attacking immediately after respawn in my entire life,never seen anything more spawn kill in my entire life,witnessed attacking immediately respawn entire life,wit attack immedi respawn entir life,witnessed attacking immediately respawn entire life,seen spawn kill entire life,seen spawn kill entir life,seen spawn kill entire life
i care about you but that opinion showed the problem is your own lack of skill,ily but that take was skill issue,care opinion showed problem lack skill,care opinion show problem lack skill,care opinion showed problem lack skill,ily skill issue,ili skill issu,ily skill issue
"i absolutely love how bothered, upset about something all of this is",oh absolutely love how pressed this all is,absolutely love bothered upset,absolut love bother upset,absolutely love bothered upset,oh absolutely love pressed,oh absolut love press,oh absolutely love pressed
